"nbPassengers","operatingAirline","bookingStatus","originAirport","destinationAirport","departureDate","arrivalDate"
1,"af","confirmed","orn","cdg","2019-03-27T14:25:00Z","2019-03-27T17:05:00Z"
1,"af","confirmed","cdg","jfk","2019-03-27T18:10:00Z","2019-03-27T21:50:00Z"
11,"kl","confirmed","lis","ams","2019-03-17T15:25:00Z","2019-03-17T19:35:00Z"
11,"kl","confirmed","gla","ams","2019-03-27T09:00:00Z","2019-03-27T11:40:00Z"
5,"af","confirmed","ncl","cdg","2019-07-05T17:05:00Z","2019-07-05T19:55:00Z"
"","","","","","",""
1,"af","confirmed","cdg","yyz","2019-03-31T13:50:00Z","2019-03-31T16:10:00Z"
1,"kl","confirmed","ams","dxb","2019-03-17T17:10:00Z","2019-03-18T02:55:00Z"
1,"af","confirmed","tls","cdg","2019-03-26T07:15:00Z","2019-03-26T08:50:00Z"
1,"af","confirmed","cdg","kbp","2019-03-26T09:45:00Z","2019-03-26T13:55:00Z"
1,"kl","confirmed","ams","man","2019-03-26T08:00:00Z","2019-03-26T08:20:00Z"
1,"kl","confirmed","man","ams","2019-03-27T17:25:00Z","2019-03-27T19:50:00Z"
3,"kl","confirmed","ams","muc","2019-05-24T09:35:00Z","2019-05-24T11:00:00Z"
3,"kl","confirmed","muc","ams","2019-05-26T20:50:00Z","2019-05-26T22:20:00Z"
1,"ci","confirmed","tpe","fco","2019-03-17T23:40:00Z","2019-03-18T07:20:00Z"
1,"ci","confirmed","ams","tpe","2019-03-23T11:00:00Z","2019-03-24T06:35:00Z"
1,"af","confirmed","cai","cdg","2019-03-03T01:55:00Z","2019-03-03T05:55:00Z"
1,"af","confirmed","cdg","cai","2019-03-17T18:10:00Z","2019-03-17T23:40:00Z"
2,"kl","confirmed","ams","tls","2019-04-16T11:45:00Z","2019-04-16T13:35:00Z"
2,"a5","confirmed","tls","mrs","2019-04-16T15:20:00Z","2019-04-16T16:25:00Z"
1,"kl","confirmed","ams","lax","2019-03-18T09:55:00Z","2019-03-18T12:55:00Z"
1,"af","confirmed","cdg","str","2019-03-23T12:40:00Z","2019-03-23T14:00:00Z"
4,"a5","confirmed","mrs","lil","2019-07-05T09:30:00Z","2019-07-05T11:05:00Z"
4,"a5","confirmed","lil","mrs","2019-07-07T18:00:00Z","2019-07-07T19:40:00Z"
11,"kl","confirmed","lis","ams","2019-03-17T15:25:00Z","2019-03-17T19:35:00Z"
11,"kl","confirmed","gla","ams","2019-03-27T09:00:00Z","2019-03-27T11:40:00Z"
2,"dl","confirmed","ams","atl","2019-03-26T10:35:00Z","2019-03-26T15:31:00Z"
2,"kl","confirmed","vie","ams","2019-03-26T06:55:00Z","2019-03-26T09:00:00Z"
1,"kl","unaccepted","ams","hgh","2019-03-16T17:20:00Z","2019-03-17T10:50:00Z"
1,"mu","confirmed","pek","hgh","2019-03-18T10:40:00Z","2019-03-18T12:55:00Z"
1,"kl","confirmed","otp","ams","2019-05-04T18:05:00Z","2019-05-04T20:05:00Z"
"","","","","","",""
2,"9w","confirmed","cdg","bom","2019-01-17T11:30:00Z","2019-01-18T00:50:00Z"
2,"9w","on_request","amd","bom","2019-03-16T21:25:00Z","2019-03-16T22:55:00Z"
1,"kl","confirmed","ham","ams","2019-05-22T08:30:00Z","2019-05-22T09:40:00Z"
1,"kl","confirmed","ams","ham","2019-06-03T16:45:00Z","2019-06-03T17:50:00Z"
2,"kl","confirmed","ams","dxb","2019-03-17T17:10:00Z","2019-03-18T02:55:00Z"
2,"kl","confirmed","dxb","ams","2019-03-23T01:55:00Z","2019-03-23T06:20:00Z"
2,"af","seat_available","alg","cdg","2019-03-17T18:30:00Z","2019-03-17T21:05:00Z"
"","","","","","",""
1,"kl","confirmed","ams","atl","2019-03-28T09:35:00Z","2019-03-28T14:15:00Z"
1,"kl","confirmed","ams","arn","2019-04-14T06:50:00Z","2019-04-14T08:50:00Z"
2,"kl","confirmed","ams","muc","2019-08-23T09:30:00Z","2019-08-23T10:55:00Z"
2,"kl","confirmed","muc","ams","2019-08-18T14:05:00Z","2019-08-18T15:40:00Z"
1,"kl","confirmed","ams","zrh","2019-03-08T09:40:00Z","2019-03-08T11:05:00Z"
1,"kl","confirmed","zrh","ams","2019-03-19T19:10:00Z","2019-03-19T20:50:00Z"
2,"af","confirmed","cdg","ams","2019-06-06T12:25:00Z","2019-06-06T13:45:00Z"
2,"kl","confirmed","ams","gdn","2019-06-06T15:55:00Z","2019-06-06T17:35:00Z"
2,"kl","confirmed","ams","sxm","2019-11-15T09:25:00Z","2019-11-15T13:30:00Z"
2,"af","confirmed","cdg","fra","2019-11-25T07:25:00Z","2019-11-25T09:00:00Z"
1,"kl","confirmed","otp","ams","2019-05-04T18:05:00Z","2019-05-04T20:05:00Z"
"","","","","","",""
1,"kl","confirmed","gye","ams","2019-03-17T20:00:00Z","2019-03-18T13:25:00Z"
1,"kl","confirmed","ams","bru","2019-03-18T16:50:00Z","2019-03-18T17:30:00Z"
3,"dl","confirmed","cdg","slc","2019-04-22T10:10:00Z","2019-04-22T13:05:00Z"
3,"dl","confirmed","sfo","atl","2019-05-05T07:15:00Z","2019-05-05T15:02:00Z"
2,"af","confirmed","cdg","tlv","2019-06-21T23:15:00Z","2019-06-22T04:50:00Z"
2,"af","confirmed","cdg","str","2019-06-29T08:20:00Z","2019-06-29T09:35:00Z"
2,"3s","confirmed","ptp","fdf","2019-04-19T16:30:00Z","2019-04-19T17:15:00Z"
2,"3s","confirmed","fdf","ptp","2019-04-28T17:00:00Z","2019-04-28T17:45:00Z"
1,"kq","confirmed","kis","nbo","2019-03-17T18:40:00Z","2019-03-17T19:30:00Z"
1,"kq","confirmed","nbo","bjm","2019-03-18T07:20:00Z","2019-03-18T09:15:00Z"
3,"af","confirmed","dxb","cdg","2019-03-31T01:30:00Z","2019-03-31T07:15:00Z"
3,"kl","confirmed","yyz","ams","2019-03-16T23:00:00Z","2019-03-17T11:05:00Z"
1,"kl","confirmed","bog","ams","2019-03-03T16:05:00Z","2019-03-04T10:10:00Z"
1,"af","confirmed","pvg","cdg","2019-03-19T00:10:00Z","2019-03-19T05:55:00Z"
1,"dl","confirmed","atl","ams","2019-03-18T18:43:00Z","2019-03-19T08:30:00Z"
1,"kl","confirmed","ams","bah","2019-03-19T14:15:00Z","2019-03-20T00:05:00Z"
1,"ua","confirmed","bru","ord","2019-03-27T10:05:00Z","2019-03-27T13:15:00Z"
1,"sn","confirmed","vce","bru","2019-03-25T06:40:00Z","2019-03-25T08:25:00Z"
1,"dl","confirmed","nrt","mnl","2019-03-19T17:20:00Z","2019-03-19T21:35:00Z"
1,"af","confirmed","cdg","atl","2019-03-28T10:40:00Z","2019-03-28T15:35:00Z"
1,"kl","confirmed","pek","ams","2019-03-19T11:55:00Z","2019-03-19T15:30:00Z"
1,"kl","confirmed","lhr","ams","2019-03-08T08:40:00Z","2019-03-08T11:05:00Z"
1,"af","confirmed","iah","cdg","2019-03-17T17:05:00Z","2019-03-18T08:40:00Z"
1,"af","confirmed","cdg","iah","2019-03-25T10:10:00Z","2019-03-25T15:20:00Z"
1,"dl","confirmed","jfk","nce","2019-07-05T20:15:00Z","2019-07-06T10:25:00Z"
1,"kl","confirmed","nce","ams","2019-06-27T06:30:00Z","2019-06-27T08:30:00Z"
1,"kq","confirmed","nbo","fna","2019-04-16T08:10:00Z","2019-04-16T14:25:00Z"
1,"kq","confirmed","fna","nbo","2019-03-17T17:10:00Z","2019-03-18T05:35:00Z"
1,"af","confirmed","ory","mpl","2019-03-13T08:50:00Z","2019-03-13T10:05:00Z"
1,"af","confirmed","mpl","ory","2019-03-17T16:00:00Z","2019-03-17T17:20:00Z"
1,"mt","waiting_list","bhx","rmf","2019-03-18T09:00:00Z","2019-03-18T16:35:00Z"
1,"wk","confirmed","zrh","rmf","2019-03-18T09:15:00Z","2019-03-18T14:50:00Z"
1,"af","confirmed","sin","cdg","2019-03-17T23:10:00Z","2019-03-18T06:10:00Z"
1,"af","confirmed","tls","cdg","2019-03-15T18:10:00Z","2019-03-15T19:45:00Z"
1,"af","confirmed","lys","cdg","2019-05-28T10:10:00Z","2019-05-28T11:20:00Z"
1,"af","confirmed","cdg","uio","2019-05-28T13:10:00Z","2019-05-28T18:10:00Z"
1,"dl","confirmed","cdg","slc","2019-08-05T10:10:00Z","2019-08-05T13:08:00Z"
1,"af","confirmed","ams","cfe","2019-08-23T12:00:00Z","2019-08-23T13:30:00Z"
3,"kq","confirmed","dar","nbo","2019-03-20T16:05:00Z","2019-03-20T17:25:00Z"
3,"kq","confirmed","nbo","mba","2019-03-20T19:00:00Z","2019-03-20T20:00:00Z"
1,"g3","confirmed","fln","gig","2019-05-22T14:50:00Z","2019-05-22T16:20:00Z"
1,"kl","confirmed","gig","ams","2019-05-22T21:55:00Z","2019-05-23T14:20:00Z"
1,"kl","confirmed","mxp","ams","2019-03-16T14:05:00Z","2019-03-16T16:00:00Z"
1,"cz","cancelled","ams","pek","2019-03-17T14:10:00Z","2019-03-18T06:55:00Z"
1,"kq","confirmed","ebb","nbo","2019-03-19T10:40:00Z","2019-03-19T11:50:00Z"
1,"ey","confirmed","nbo","auh","2019-03-19T14:15:00Z","2019-03-19T20:25:00Z"
2,"dl","confirmed","bos","ams","2019-10-05T18:34:00Z","2019-10-06T07:50:00Z"
2,"dl","confirmed","ams","bos","2019-09-19T14:40:00Z","2019-09-19T16:46:00Z"
2,"kl","confirmed","man","ams","2019-03-20T17:25:00Z","2019-03-20T19:50:00Z"
2,"kl","confirmed","ams","mad","2019-03-20T20:45:00Z","2019-03-20T23:25:00Z"
2,"kl","confirmed","str","ams","2019-03-22T18:20:00Z","2019-03-22T19:50:00Z"
2,"kl","confirmed","lba","ams","2019-03-18T06:10:00Z","2019-03-18T08:30:00Z"
1,"kl","confirmed","ams","pvg","2019-03-20T17:15:00Z","2019-03-21T10:50:00Z"
1,"kl","confirmed","ham","ams","2019-03-20T14:45:00Z","2019-03-20T15:50:00Z"
1,"af","confirmed","tls","ory","2018-11-14T14:20:00Z","2018-11-14T15:40:00Z"
1,"af","confirmed","ory","tls","2018-11-15T19:15:00Z","2018-11-15T20:30:00Z"
1,"af","confirmed","mrs","ory","2019-03-18T17:30:00Z","2019-03-18T18:55:00Z"
1,"af","confirmed","ory","mrs","2019-03-19T19:55:00Z","2019-03-19T21:10:00Z"
1,"kq","confirmed","nbo","bgf","2019-04-10T07:35:00Z","2019-04-10T08:45:00Z"
1,"kq","confirmed","bgf","nbo","2019-03-27T15:00:00Z","2019-03-27T20:15:00Z"
1,"kl","confirmed","ams","fco","2019-06-08T07:15:00Z","2019-06-08T09:30:00Z"
"","","","","","",""
1,"kl","confirmed","yul","ams","2019-10-10T18:55:00Z","2019-10-11T07:35:00Z"
1,"kl","confirmed","ams","yul","2019-04-18T15:20:00Z","2019-04-18T16:50:00Z"
2,"kl","confirmed","ams","dxb","2019-03-17T17:10:00Z","2019-03-18T02:55:00Z"
2,"kl","confirmed","ams","mex","2019-04-05T14:30:00Z","2019-04-05T17:55:00Z"
1,"kl","confirmed","ams","mrs","2019-03-18T09:30:00Z","2019-03-18T11:35:00Z"
"","","","","","",""
1,"dl","confirmed","jfk","ams","2019-03-17T17:12:00Z","2019-03-18T05:55:00Z"
1,"ua","confirmed","iad","orf","2019-03-22T22:30:00Z","2019-03-22T23:26:00Z"
2,"af","confirmed","biq","ory","2019-06-11T21:20:00Z","2019-06-11T22:45:00Z"
2,"af","confirmed","ory","biq","2019-06-06T21:25:00Z","2019-06-06T22:45:00Z"
1,"af","confirmed","cdg","txl","2019-05-12T15:15:00Z","2019-05-12T16:55:00Z"
"","","","","","",""
2,"kl","confirmed","jnb","ams","2019-07-08T23:15:00Z","2019-07-09T10:20:00Z"
2,"kl","confirmed","bhx","ams","2019-06-08T06:00:00Z","2019-06-08T08:25:00Z"
1,"af","confirmed","mrs","ory","2019-03-18T09:20:00Z","2019-03-18T10:45:00Z"
1,"af","confirmed","ory","mrs","2019-03-19T20:40:00Z","2019-03-19T21:55:00Z"
1,"af","confirmed","cdg","muc","2019-04-10T13:05:00Z","2019-04-10T14:40:00Z"
1,"dl","confirmed","slc","cdg","2019-04-09T17:04:00Z","2019-04-10T11:25:00Z"
3,"kl","confirmed","ams","cph","2019-03-25T15:15:00Z","2019-03-25T16:35:00Z"
3,"kl","confirmed","cph","ams","2019-03-28T12:05:00Z","2019-03-28T13:35:00Z"
1,"af","seat_available","cdg","mrs","2019-03-18T21:40:00Z","2019-03-18T23:00:00Z"
"","","","","","",""
1,"af","confirmed","biq","ory","2019-04-17T10:55:00Z","2019-04-17T12:20:00Z"
1,"af","confirmed","bes","ory","2019-04-08T17:00:00Z","2019-04-08T18:20:00Z"
1,"kl","confirmed","ord","ams","2019-03-24T17:25:00Z","2019-03-25T07:10:00Z"
1,"kl","confirmed","ams","ord","2019-03-18T12:40:00Z","2019-03-18T15:25:00Z"
1,"ux","confirmed","ams","mad","2019-03-21T11:05:00Z","2019-03-21T13:40:00Z"
1,"kl","confirmed","bgo","ams","2019-03-21T06:10:00Z","2019-03-21T07:55:00Z"
11,"kl","confirmed","lis","ams","2019-03-17T15:25:00Z","2019-03-17T19:35:00Z"
11,"kl","confirmed","ams","lis","2019-03-27T12:40:00Z","2019-03-27T14:35:00Z"
1,"ux","confirmed","pmi","bcn","2019-03-18T07:00:00Z","2019-03-18T07:50:00Z"
1,"hv","confirmed","bcn","ams","2019-03-18T10:00:00Z","2019-03-18T12:30:00Z"
15,"dl","confirmed","phx","dtw","2019-03-17T10:00:00Z","2019-03-17T16:49:00Z"
15,"af","confirmed","cdg","vie","2019-03-18T12:15:00Z","2019-03-18T14:10:00Z"
1,"kl","confirmed","ham","ams","2019-04-03T06:10:00Z","2019-04-03T07:15:00Z"
1,"kl","confirmed","ams","cpt","2019-04-03T10:05:00Z","2019-04-03T21:20:00Z"
2,"af","confirmed","biq","ory","2019-06-01T17:35:00Z","2019-06-01T19:00:00Z"
2,"af","confirmed","ory","biq","2019-05-28T14:05:00Z","2019-05-28T15:25:00Z"
8,"ba","confirmed","cpt","dur","2019-03-10T17:30:00Z","2019-03-10T19:30:00Z"
8,"af","confirmed","jnb","cdg","2019-03-17T19:50:00Z","2019-03-18T05:45:00Z"
1,"af","confirmed","cdg","zrh","2019-03-17T16:15:00Z","2019-03-17T17:30:00Z"
1,"af","confirmed","zrh","cdg","2019-03-10T09:35:00Z","2019-03-10T11:00:00Z"
1,"kl","confirmed","ams","pvg","2019-03-17T17:15:00Z","2019-03-18T10:50:00Z"
1,"kl","confirmed","pvg","ams","2019-03-20T12:40:00Z","2019-03-20T17:45:00Z"
2,"af","confirmed","fih","cdg","2019-09-03T21:05:00Z","2019-09-04T06:10:00Z"
2,"af","confirmed","cdg","fih","2019-06-30T11:25:00Z","2019-06-30T18:20:00Z"
2,"kl","confirmed","ams","dxb","2019-03-17T17:10:00Z","2019-03-18T02:55:00Z"
2,"kl","confirmed","ams","mex","2019-04-05T14:30:00Z","2019-04-05T17:55:00Z"
2,"dl","confirmed","jfk","ams","2019-05-20T16:09:00Z","2019-05-21T05:55:00Z"
2,"af","confirmed","cdg","jfk","2019-05-31T14:00:00Z","2019-05-31T16:25:00Z"
1,"af","confirmed","cdg","gig","2019-03-13T23:35:00Z","2019-03-14T07:10:00Z"
1,"af","confirmed","cdg","gva","2019-03-18T15:00:00Z","2019-03-18T16:15:00Z"
2,"af","confirmed","nce","ory","2019-03-18T18:30:00Z","2019-03-18T20:00:00Z"
2,"af","confirmed","ory","nce","2019-03-26T18:35:00Z","2019-03-26T20:00:00Z"
1,"kl","confirmed","ams","edi","2019-03-16T08:05:00Z","2019-03-16T08:35:00Z"
1,"kl","confirmed","edi","ams","2019-03-18T17:05:00Z","2019-03-18T19:35:00Z"
1,"af","confirmed","cdg","nue","2019-04-12T08:15:00Z","2019-04-12T09:45:00Z"
1,"af","confirmed","cdg","tlv","2019-04-22T18:00:00Z","2019-04-22T23:30:00Z"
1,"be","confirmed","man","cdg","2019-03-30T06:10:00Z","2019-03-30T08:50:00Z"
1,"af","confirmed","cdg","man","2019-03-26T13:10:00Z","2019-03-26T13:40:00Z"
2,"uu","confirmed","run","cdg","2019-06-29T20:15:00Z","2019-06-30T05:30:00Z"
2,"af","confirmed","cdg","zrh","2019-06-30T07:35:00Z","2019-06-30T08:50:00Z"
2,"kl","confirmed","bkk","ams","2019-03-29T12:15:00Z","2019-03-29T18:30:00Z"
2,"kl","confirmed","ams","bkk","2019-03-18T17:15:00Z","2019-03-19T10:05:00Z"
1,"kl","confirmed","ams","dps","2019-03-18T21:00:00Z","2019-03-19T20:20:00Z"
1,"kl","confirmed","ams","bod","2019-04-02T09:25:00Z","2019-04-02T11:05:00Z"
1,"af","confirmed","ams","cdg","2019-03-18T20:30:00Z","2019-03-18T21:45:00Z"
1,"g3","confirmed","gig","for","2019-03-21T12:35:00Z","2019-03-21T15:45:00Z"
1,"af","confirmed","tls","ory","2019-03-18T18:30:00Z","2019-03-18T19:55:00Z"
1,"af","confirmed","ory","tls","2019-03-18T07:30:00Z","2019-03-18T08:45:00Z"
1,"af","confirmed","tls","ory","2019-03-18T06:00:00Z","2019-03-18T07:20:00Z"
1,"af","confirmed","ory","tls","2019-03-22T18:20:00Z","2019-03-22T19:35:00Z"
1,"ke","confirmed","icn","cdg","2019-03-18T09:55:00Z","2019-03-18T14:20:00Z"
1,"ke","confirmed","icn","pus","2019-03-29T17:15:00Z","2019-03-29T18:20:00Z"
8,"ba","confirmed","cpt","dur","2019-03-10T17:30:00Z","2019-03-10T19:30:00Z"
8,"af","confirmed","jnb","cdg","2019-03-17T19:50:00Z","2019-03-18T05:45:00Z"
1,"af","confirmed","beg","cdg","2019-06-16T15:25:00Z","2019-06-16T17:55:00Z"
1,"af","confirmed","cdg","beg","2019-06-13T12:20:00Z","2019-06-13T14:35:00Z"
1,"af","confirmed","ory","nce","2019-03-14T08:10:00Z","2019-03-14T09:35:00Z"
"","","","","","",""
1,"kl","confirmed","cdg","ams","2019-01-01T09:35:00Z","2019-01-01T11:00:00Z"
1,"af","confirmed","lim","cdg","2019-01-13T21:50:00Z","2019-01-14T16:15:00Z"
1,"dl","confirmed","cdg","msp","2019-03-27T10:10:00Z","2019-03-27T13:07:00Z"
1,"kl","confirmed","ams","bru","2019-03-18T13:30:00Z","2019-03-18T14:15:00Z"
1,"dl","confirmed","dtw","ams","2019-05-13T20:18:00Z","2019-05-14T10:25:00Z"
1,"dl","confirmed","ord","dtw","2019-05-13T17:03:00Z","2019-05-13T19:27:00Z"
1,"ok","confirmed","cdg","prg","2019-03-19T20:10:00Z","2019-03-19T21:55:00Z"
1,"kl","confirmed","ams","hkg","2019-01-11T17:40:00Z","2019-01-12T11:55:00Z"
1,"af","confirmed","cdg","ham","2019-04-07T12:15:00Z","2019-04-07T13:50:00Z"
1,"af","confirmed","ham","cdg","2019-03-22T17:55:00Z","2019-03-22T19:35:00Z"
1,"a5","confirmed","lil","lys","2019-04-05T17:40:00Z","2019-04-05T18:55:00Z"
1,"a5","confirmed","lys","lil","2019-04-08T08:35:00Z","2019-04-08T09:50:00Z"
1,"af","confirmed","cdg","tlv","2019-05-21T18:00:00Z","2019-05-21T23:30:00Z"
1,"af","confirmed","tlv","cdg","2019-06-07T16:40:00Z","2019-06-07T20:45:00Z"
2,"af","confirmed","cdg","vce","2019-03-17T15:25:00Z","2019-03-17T17:00:00Z"
"","","","","","",""
1,"a5","confirmed","rns","lys","2019-03-20T14:00:00Z","2019-03-20T15:20:00Z"
1,"a5","confirmed","lys","rns","2019-03-19T08:25:00Z","2019-03-19T09:50:00Z"
1,"af","confirmed","ory","mpl","2019-05-21T09:15:00Z","2019-05-21T10:30:00Z"
1,"af","confirmed","ory","run","2019-06-20T21:00:00Z","2019-06-21T10:00:00Z"
2,"af","confirmed","arn","cdg","2019-04-14T13:35:00Z","2019-04-14T16:15:00Z"
"","","","","","",""
2,"dl","confirmed","atl","bna","2019-08-06T19:00:00Z","2019-08-06T19:10:00Z"
2,"af","confirmed","atl","cdg","2019-08-18T19:55:00Z","2019-08-19T10:25:00Z"
1,"kl","confirmed","ams","kul","2019-03-23T20:50:00Z","2019-03-24T15:50:00Z"
1,"kl","confirmed","kul","ams","2019-03-17T23:50:00Z","2019-03-18T05:55:00Z"
1,"kl","confirmed","ams","kul","2019-03-23T20:50:00Z","2019-03-24T15:50:00Z"
1,"kl","confirmed","ams","got","2019-03-18T08:00:00Z","2019-03-18T09:30:00Z"
1,"kl","confirmed","atl","ams","2019-08-26T22:40:00Z","2019-08-27T12:55:00Z"
1,"dl","confirmed","lax","smf","2019-07-31T14:19:00Z","2019-07-31T15:43:00Z"
1,"af","confirmed","cdg","cmn","2019-03-13T07:10:00Z","2019-03-13T10:20:00Z"
1,"af","confirmed","cmn","cdg","2019-03-17T16:30:00Z","2019-03-17T19:45:00Z"
9,"kl","confirmed","pvg","ams","2019-03-18T00:15:00Z","2019-03-18T05:20:00Z"
"","","","","","",""
1,"kl","confirmed","lcy","ams","2019-07-26T17:50:00Z","2019-07-26T20:05:00Z"
1,"kl","confirmed","ams","gdn","2019-07-26T20:50:00Z","2019-07-26T22:30:00Z"
1,"kl","confirmed","los","ams","2019-03-17T22:55:00Z","2019-03-18T05:45:00Z"
1,"kl","confirmed","dub","ams","2019-03-15T08:50:00Z","2019-03-15T11:25:00Z"
2,"af","confirmed","bos","cdg","2019-09-05T18:05:00Z","2019-09-06T07:00:00Z"
2,"af","confirmed","cdg","jfk","2019-08-21T14:00:00Z","2019-08-21T16:25:00Z"
1,"af","confirmed","lfw","cdg","2019-07-01T01:10:00Z","2019-07-01T09:35:00Z"
1,"af","confirmed","cdg","lfw","2019-04-05T16:30:00Z","2019-04-05T20:55:00Z"
3,"af","confirmed","cdg","cai","2019-06-20T16:00:00Z","2019-06-20T20:40:00Z"
3,"af","confirmed","fco","cdg","2019-06-20T06:30:00Z","2019-06-20T08:40:00Z"
1,"kl","confirmed","man","ams","2019-03-18T17:25:00Z","2019-03-18T19:50:00Z"
1,"kl","confirmed","ams","man","2019-03-17T21:35:00Z","2019-03-17T21:50:00Z"
1,"af","confirmed","bhx","cdg","2019-06-12T13:55:00Z","2019-06-12T16:15:00Z"
1,"af","confirmed","hnd","cdg","2019-06-26T22:55:00Z","2019-06-27T04:35:00Z"
1,"af","confirmed","tun","cdg","2019-04-28T09:50:00Z","2019-04-28T13:25:00Z"
1,"af","confirmed","cdg","tun","2019-04-24T16:25:00Z","2019-04-24T17:50:00Z"
1,"kl","seat_available","cdg","ams","2019-03-21T18:40:00Z","2019-03-21T20:00:00Z"
1,"kl","seat_available","ams","cdg","2019-03-18T12:25:00Z","2019-03-18T13:40:00Z"
1,"af","confirmed","ory","fdf","2019-03-18T15:55:00Z","2019-03-18T19:50:00Z"
1,"af","confirmed","fdf","ory","2019-03-23T19:10:00Z","2019-03-24T08:25:00Z"
2,"af","confirmed","arn","cdg","2019-04-14T13:35:00Z","2019-04-14T16:15:00Z"
"","","","","","",""
